"","PT","AU","TI","SO","VL","IS","SI","BP","EP","DI","PD","PY","AB","ZB","TC","Z8","ZR","ZS","Z9","SN","EI","UT","ER","PM","AR","MA","SU","OI","RI","BE","CT","CY","CL","SP","BN","SE","BA","D2","S1","GP","Z1","AK","HO","PN","DB","C1","AU_UN","SR"
"SORENSEN CARSTEN, 2015, ","J","SORENSEN CARSTEN;LANDAU JONATHAN S","ACADEMIC AGILITY IN DIGITAL INNOVATION RESEARCH: THE CASE OF MOBILE ICT PUBLICATIONS WITHIN INFORMATION SYSTEMS 2000-2014","JOURNAL OF STRATEGIC INFORMATION SYSTEMS","24","3",NA,"158","170","10.1016/J.JSIS.2015.07.001","SEP 2015",2015,"THE INFORMATION SYSTEMS (IS) FIELD HAS NEVER BEEN MORE RELEVANT AS DIGITAL INNOVATIONS ARE EMERGING AT A RAPID PACE FUELLED BY RECOMBINANT INNOVATIONS BASED ON DIGITAL INFRASTRUCTURES, ADVANCED MIDDLE-WARE LAYERS, AND MOBILE AND UBIQUITOUS TECHNOLOGIES. THIS PAPER ARGUES, BASED ON A BIBLIOMETRIC STUDY OF THE REPRESENTATION OF A MOBILE ICT DISCOURSE WITHIN THE AIS SENIOR SCHOLARS' 'BASKET' OF EIGHT IS JOURNALS OVER THE PAST 15 YEARS, THAT THE FIELD NEEDS TO BECOME MUCH MORE ACADEMICALLY AGILE. THE STUDY SHOWED THAT A MERE 3.2% OF ALL PAPERS PUBLISHED DURING THIS PERIOD HAD ANY RELATIONSHIP TO ONE OF THE KEY TECHNOLOGICAL PHENOMENA IN THE LATE 20TH AND EARLY 21ST CENTURIES. THE PAPER FORMULATES THE HYPOTHESIS THAT THE RELATIVE SHIFT IN IMPACT BETWEEN EUROPEAN- AND US-BASED JOURNALS WITHIN THE 'BASKET OF 8' COULD HAVE BEEN INFLUENCED BY EDITORIAL STRATEGISING TO FURTHER ENCOURAGE ACADEMIC AGILITY EXPLORING NEW HORIZONS RATHER THAN EMPHASIS ON FURTHER EXPLOITATION OF EXISTING GROUND. THE PAPER, FURTHER ARGUES THAT THE IS FIELD SEEMS TO MORE READILY ENGAGE IN A DEBATE OF PHENOMENA INVOLVING CENTRALISED AND ORGANISATIONALLY-BOUND TECHNOLOGICAL INNOVATIONS WHEREAS DISTRIBUTED, DECENTRALISED AND INFRASTRUCTURAL DISCOURSES FIND IT MUCH MORE DIFFICULT TO GAIN A FOOTHOLD. SO, WHILST THE IS FIELD MAY STILL BE STUCK IN THE MAINFRAME AGE, IT NEEDS TO MOVE BEYOND IN ORDER TO FULLY ENGAGE WITH THE WORLD WE LIVE IN. (C) 2015 ELSEVIER B.V. ALL RIGHTS RESERVED.","0",5,"0","0","0","5","0963-8687","1873-1198","ISI000362304100003","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISI",NA,NA,"SORENSEN CARSTEN, 2015, "
"SODERBERG JOHAN, 2015, ","J","SODERBERG JOHAN;DELFANTI ALESSANDRO","HACKING HACKED! THE LIFE CYCLES OF DIGITAL INNOVATION","SCIENCE TECHNOLOGY & HUMAN VALUES","40","5",NA,"793","798","10.1177/0162243915595091","SEP 2015",2015,NA,"1",8,"0","0","0","8","0162-2439","1552-8251","ISI000359419400006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISI",NA,NA,"SODERBERG JOHAN, 2015, "
"STRAKER KARLA, 2015, ","J","STRAKER KARLA;WRIGLEY CARA;ROSEMANN MICHAEL","THE ROLE OF DESIGN IN THE FUTURE OF DIGITAL CHANNELS: CONCEPTUAL INSIGHTS AND FUTURE RESEARCH DIRECTIONS","JOURNAL OF RETAILING AND CONSUMER SERVICES","26",NA,NA,"133","140","10.1016/J.JRETCONSER.2015.06.004","SEP 2015",2015,"PURPOSE: IN THE PAST CHANNEL LITERATURE HAS LOOKED TO OTHER DISCIPLINES IN DEVELOPING AND REFINING THEIR THEORIES, MODELS AND METHODS IN ORDER TO EVOLVE THE FIELD. THIS PAPER TRACES SUCH HISTORY AND HIGHLIGHTS THE SUBSTANTIAL CHANGES CAUSED BY THE DIGITAL AGE. IN LIGHT OF THIS, THE INCLUSION OF DESIGN THEORY INTO FUTURE CHANNEL MANAGEMENT IS PRESENTED TO OVERCOME EXISTING CONCERNS. DESIGN/METHODOLOGY/APPROACH: A COMPREHENSIVE REVIEW OF LITERATURE ON THE HISTORY OF CHANNELS, THE EMOTIONAL EXPERIENCE (PEOPLE), LIMITATIONS OF DIGITAL INNOVATION (TECHNOLOGY) AND THE ROLE OF DESIGN (BUSINESS) HAS BEEN CONDUCTED TO CREATE A NEW APPROACH, BUILT UPON THE THEORY OF THE TECHNO-ECONOMIC INNOVATION MODEL. FINDINGS: THE FINDINGS OF THIS STUDY PROPOSE DESIGN-LED CHANNEL MANAGEMENT AS A NEW RESEARCH AREA, PROVIDING NOVEL RESEARCH QUESTIONS AND FUTURE RESEARCH DIRECTIONS. THE INCLUSION OF DESIGN AND EMOTION THEORIES INDICATES THAT THE FUTURE OF DIGITAL CHANNEL DESIGN REQUIRES A DEEPER UNDERSTANDING OF CUSTOMERS AND NEEDS TO GO BEYOND TECHNOLOGICAL ADVANCES. THEORETICAL IMPLICATIONS: THE FINDINGS PROVIDE AN OPPORTUNITY TO EXPLORE DYNAMIC THEORIES AND METHODOLOGIES WITHIN THE FIELD OF DESIGN THAT WILL BROADEN THE HORIZONS AND CHALLENGE EXISTING NOTIONS IN CHANNEL LITERATURE. ORIGINALITY/VALUE: THIS PAPER IS THE FIRST PAPER THAT INTRODUCES THE THEORY OF ERNOTIONATE, AS THE NEXT EVOLUTION OF CHANNEL LITERATURE. THE VALUE OF EMOTIONATE LIES IN PROVIDING A NEW DESIGN LED PROCESS OF INTEGRATING EMOTION TO PROVIDE ADVICE TO PRACTITIONERS AS WELL AS IDENTIFIES RESEARCH AREAS FOR ACADEMIA, THEREBY EXTENDING THE REACH AND RICHNESS OF THIS EMERGING RESEARCH FIELD. (C) 2015 ELSEVIER LTD. ALL RIGHTS RESERVED","0",7,"0","0","0","7","0969-6989","1873-1384","ISI000358088800014","",NA,NA,NA,NA,"STRAKER, KARLA/0000-0002-6520-4173; WRIGLEY, CARA/0000-0001-7349-8469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISI",NA,NA,"STRAKER KARLA, 2015, "
"SHIBEIKA AMNA, 2015, ","J","SHIBEIKA AMNA;HARTY CHRIS","DIFFUSION OF DIGITAL INNOVATION IN CONSTRUCTION: A CASE STUDY OF A UK ENGINEERING FIRM","CONSTRUCTION MANAGEMENT AND ECONOMICS","33","5-6","SI","453","466","10.1080/01446193.2015.1077982","JUN 3 2015",2015,"THE UK GOVERNMENT IS MANDATING THE USE OF BUILDING INFORMATION MODELLING (BIM) IN LARGE PUBLIC PROJECTS BY 2016. AS A RESULT, ENGINEERING FIRMS ARE FACED WITH CHALLENGES RELATED TO EMBEDDING NEW TECHNOLOGIES AND ASSOCIATED WORKING PRACTICES FOR THE DIGITAL DELIVERY OF MAJOR INFRASTRUCTURE PROJECTS. DIFFUSION OF INNOVATIONS THEORY IS USED TO INVESTIGATE HOW DIGITAL INNOVATIONS DIFFUSE ACROSS COMPLEX FIRMS. A CONTEXTUALIST APPROACH IS EMPLOYED THROUGH AN IN-DEPTH CASE STUDY OF A LARGE, INTERNATIONAL ENGINEERING PROJECT-BASED FIRM. THE ANALYSIS OF THE EMPIRICAL DATA, WHICH WAS COLLECTED OVER A FOUR-YEAR PERIOD OF CLOSE INTERACTION WITH THE FIRM, REVEALS PARALLEL PATHS OF DIFFUSION OCCURRING ACROSS THE FIRM, WHERE BOTH THE INNOVATION AND THE FIRM CONTEXT WERE CONTINUALLY CHANGING. THE DIFFUSION PROCESS IS TRACED OVER THREE PHASES: CENTRALIZATION OF TECHNOLOGY MANAGEMENT, STANDARDIZATION OF DIGITAL WORKING PRACTICES, AND GLOBALIZATION OF DIGITAL RESOURCES. THE FINDINGS DESCRIBE THE DIFFUSION OF A DIGITAL INNOVATION AS MULTIPLE AND PARTIAL WITHIN A COMPLEX SOCIAL SYSTEM DURING TIMES OF CHANGE AND ORGANIZATIONAL UNCERTAINTY, THEREBY CONTRIBUTING TO DIFFUSION OF INNOVATIONS STUDIES IN CONSTRUCTION BY SHOWING A RANGE OF ACTIVITIES AND DYNAMICS OF A NON-LINEAR DIFFUSION PROCESS.","0",6,"0","0","0","6","0144-6193","1466-433X","ISI000361189600011","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISI",NA,NA,"SHIBEIKA AMNA, 2015, "
"BRUNSWICKER SABINE, 2015, ","J","BRUNSWICKER SABINE;BERTINO ELISA;MATEI SORIN","BIG DATA FOR OPEN DIGITAL INNOVATION - A RESEARCH ROADMAP","BIG DATA RESEARCH","2","2",NA,"53","58","10.1016/J.BDR.2015.01.008","JUN 2015",2015,"DIGITAL TECHNOLOGIES HAVE FUNDAMENTALLY ALTERED THE NATURE OF ORGANIZING INNOVATION AND PRODUCTION LEADING TO OPEN COLLABORATION ECOSYSTEMS. INDIVIDUALS SELF-ORGANIZE IN OPEN, VOLUNTARY TECHNOLOGY-ENABLED COLLECTIVES TO SHARE THEIR ENHANCEMENTS TO THE DATA OR COLLABORATE ON ANALYZING, DISSEMINATING, OR LEVERAGING THE DATA FOR MANY APPLICATIONS, FROM ENTERPRISE COMPUTING TO MOBILE, CONSUMER ORIENTED APPLICATIONS. 'BIG DATA' IS AN INCREASINGLY IMPORTANT 'ENGINE' TO BETTER UNDERSTAND THE COMPLEX 'NERVOUS SYSTEM' OF OPEN COLLABORATION. HOWEVER, WE NEED TO EQUIP OPEN COLLABORATION RESEARCHERS WITH NEW DATASETS THAT SPAN DIFFERENT CONTEXTS, AS WELL AS NOVEL COMPUTATIONAL MODELS AND ANALYTICAL TECHNIQUES. IN THIS PAPER, WE WILL ELABORATE ON RESEARCH QUESTIONS CONCERNING OPEN DIGITAL COLLABORATION AND DERIVE THE DATA ANALYTICAL CHALLENGES THAT NEED TO BE ADDRESSED TO ANSWER THESE RESEARCH QUESTIONS. (C) 2015 ELSEVIER INC. ALL RIGHTS RESERVED.","0",4,"0","0","0","4","2214-5796",NA,"ISI000366321000002","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISI",NA,NA,"BRUNSWICKER SABINE, 2015, "
"LUSCH ROBERT F, 2015, ","J","LUSCH ROBERT F;NAMBISAN SATISH","SERVICE INNOVATION: A SERVICE-DOMINANT LOGIC PERSPECTIVE","MIS QUARTERLY","39","1",NA,"155","175",NA,"MAR 2015",2015,"IN THIS ARTICLE, WE OFFER A BROADENED VIEW OF SERVICE INNOVATION-ONE GROUNDED IN SERVICE-DOMINANT LOGIC-THAT TRANSCENDS THE TANGIBLE-INTANGIBLE AND PRODUCER-CONSUMER DIVIDES THAT HAVE PLAGUED EXTANT RESEARCH IN THIS AREA. SUCH A BROADENED CONCEPTUALIZATION OF SERVICE INNOVATION EMPHASIZES (1) INNOVATION AS A COLLABORATIVE PROCESS OCCURRING IN AN ACTOR-TO-ACTOR (A2A) NETWORK, (2) SERVICE AS THE APPLICATION OF SPECIALIZED COMPETENCES FOR THE BENEFIT OF ANOTHER ACTOR OR THE SELF AND AS THE BASIS OF ALL EXCHANGE, (3) THE GENERATIVITY UNLEASHED BY INCREASING RESOURCE LIQUEFACTION AND RESOURCE DENSITY, AND (4) RESOURCE INTEGRATION AS THE FUNDAMENTAL WAY TO INNOVATE. BUILDING ON THESE CORE THEMES, WE OFFER A TRIPARTITE FRAMEWORK OF SERVICE INNOVATION: (1) SERVICE ECOSYSTEMS, AS EMERGENT A2A STRUCTURES ACTORS CREATE AND RECREATE THROUGH THEIR EFFECTUAL ACTIONS AND WHICH OFFER AN ORGANIZING LOGIC FOR THE ACTORS TO EXCHANGE SERVICE AND COCREATE VALUE; (2) SERVICE PLATFORMS, WHICH ENHANCE THE EFFICIENCY AND EFFECTIVENESS OF SERVICE EXCHANGE BY LIQUEFYING RESOURCES AND INCREASING RESOURCE DENSITY (FACILITATING EASY ACCESS TO APPROPRIATE RESOURCE BUNDLES) AND THEREBY SERVE AS THE VENUE FOR INNOVATION AND (3) VALUE COCREATION, WHICH VIEWS VALUE AS COCREATED BY THE SERVICE OFFER(ER) AND THE SERVICE BENEFICIARY (E. G., CUSTOMER) THROUGH RESOURCE INTEGRATION AND INDICATE THE NEED FOR MECHANISMS TO SUPPORT THE UNDERLYING ROLES AND PROCESSES. IN DISCUSSING THESE COMPONENTS, WE CONSIDER THE ROLE OF INFORMATION TECHNOLOGY-BOTH AS AN OPERAND RESOURCE AND AS AN OPERANT RESOURCE-AND THEN EXAMINE THE IMPLICATIONS FOR RESEARCH AND PRACTICE IN DIGITALLY ENABLED SERVICE INNOVATION.","0",124,"1","0","0","125","0276-7783",NA,"ISI000348600600009","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISI",NA,NA,"LUSCH ROBERT F, 2015, "
"LOBREGAT-GOMEZ NURIA L, 2015, ","B","LOBREGAT-GOMEZ NURIA L;SANCHEZ-RUIZ LUIS M","DIGITAL CITIZEN IN A RESILIENCE SOCIETY","PROCEEDINGS OF 2015 INTERNATIONAL CONFERENCE ON INTERACTIVE;   COLLABORATIVE LEARNING (ICL)",NA,NA,NA,"1026","1030",NA,"2015",2015,"NOWADAYS WE CANNOT SPEAK OF A SOCIETY WITHOUT LINKING IT TO INSTANT, GLOBAL AND, DIGITAL KNOWLEDGE. SINCE 2001, INFORMATION SOCIETY TECHNOLOGY (IST) ASSOCIATED WITH A NEW TYPE OF CITIZENS -THE DIGITAL NATIVES- PROVOKED SEVERE CHANGES TO WHICH NOT ONLY COUNTRIES, REGIONS, AND SOCIETY, BUT ALSO INDIVIDUALS, ARE TRYING TO ADAPT IN A RACE STILL NOT FINISHED. POLICIES FOCUS ON SMART GROWTH THROUGH THE DEVELOPMENT OF KNOWLEDGE AND INNOVATION AS A STARTING POINT TO ACCOMPLISH THE PROCESS. THE PROCESS OF ADAPTATION OF ANY DIGITAL INNOVATION TO LOCAL AND GLOBAL CHALLENGES MAKES FROM RESILIENCE A MUST IN A GLOBAL SOCIETY. THE SUCCESS OF A RESILIENCE SOCIETY COMES FROM THE HAND OF THOSE INDIVIDUALS THAT FORM THE SOCIETY. IF WE LIVE IN A DIGITAL SOCIETY GROWING IN DIGITAL POSSIBILITIES AS THE TECHNOLOGY CONTINUES IMPROVING, THOSE INDIVIDUALS WILL BE EVOLVED DIGITAL NATIVES FULLY EXPERIENCED AND UPDATED BECAUSE THEY HAVE GROWN UP IN A DISCOVERY-DRIVEN LEARNING ENVIRONMENT. FOR A RESILIENT SOCIETY IT IS CRUCIAL TO GET TO KNOW HOW ITS NEW INDIVIDUALS ARC LEARNING NEW HABITS, ABILITIES AND CAPABILITIES AND HOW THEY ARE USING THEM, SO THAT IT WILL BE FEASIBLE TO HELP THEM TO SOLVE PROBLEMS STILL NOT KNOWN WITH SOLUTIONS NOT EVEN IMAGINED. THE PRESENT WORK TRIES TO DEFINE THE NEW DIGITAL CITIZEN THAT WILL BE FULLY ABLE TO ADAPT HIMSELF TO NEW CHALLENGES AND QUICKLY RECOVER FROM OLD ONES.","0",0,"0","0","0","0",NA,NA,"ISI000380442600157","",NA,NA,NA,NA,NA,NA,NA,"PROCEEDINGS OF 2015 INTERNATIONAL CONFERENCE ON INTERACTIVE;   COLLABORATIVE LEARNING","SEP 20-24, 2015","IEEE, FIRENZE, ITALY","IAOE; IELA; ELIG.ORG; IFCES; ASEE","978-1-4799-8707-8",NA,NA,NA,NA,"IEEE",NA,NA,"IEEE",NA,"ISI",NA,NA,"LOBREGAT-GOMEZ NURIA L, 2015, "
"BAGHUDANA ANISHA, 2015, ","B","BAGHUDANA ANISHA;LEIS JULIA","NAVIGATING NAIROBI: A CASE STUDY ON INNOVATION AND ENTREPRENEURSHIP IN NAIROBI'S TRANSPORT SECTOR","PROCEEDINGS OF THE 3RD INTERNATIONAL CONFERENCE ON INNOVATION AND;   ENTREPRENEURSHIP (ICIE-2015)",NA,NA,NA,"45","53",NA,"2015",2015,"NAIROBI, THE CAPITAL OF KENYA, FACES CRITICAL TRANSPORTATION CHALLENGES TODAY. TRAFFIC-RELATED CONGESTION, HIGH ROAD FATALITY RATES AND AN UNREGULATED MASS TRANSIT NETWORK HAVE BEEN ISSUES FOR LONG IN EAST AFRICA'S MOST POPULOUS CITY. BARRIERS TO MOBILITY HAVE INCREASED WITH RAPID URBANIZATION, RESULTING IN A HIGHLY INEFFICIENT AND INEQUITABLE TRANSPORT SYSTEM. DESPITE THE GOVERNMENT'S COMMITMENT TO IMPROVE INFRASTRUCTURE, URBAN PLANNING AND REGULATION, PROGRESS HAS BEEN SLOW. CORPORATE PLAYERS TOO HAVE INTRODUCED WELL-FUNDED INITIATIVES, BUT MET WITH LITTLE SUCCESS. ON THE OTHER HAND, THE INNOVATION ECOSYSTEM HAS PRODUCED SEVERAL MOBILITY SERVICES THAT SHOW POTENTIAL TO ALLEVIATE PAIN POINTS IN URBAN TRANSPORTATION. IN JUNE-AUG 2014, WE INTERVIEWED 65 KEY INFORMANTS AND COMPLETED 16 OBSERVATIONS TO UNDERSTAND THE ROLE OF STARTUP INNOVATION IN IMPROVING NAIROBI'S TRANSPORT SYSTEM. WE CAME ACROSS 30 STARTUPS ENGAGED IN THE TRANSPORT AND LOGISTICS SPACE. THEIR INNOVATIONS WERE ALL INTERNET OR MOBILE PHONE-BASED. STARTUPS PLAYED A UNIQUE ROLE VIS-A-VIS GOVERNMENT AND CORPORATES BY PLUGGING INFORMATION GAPS INEXPENSIVELY. THE VALUE OF INFORMATION THEY GENERATED HAD VARYING DEGREES OF IMPACT, AS DISCUSSED IN THE 'IMPACT PYRAMID'. TO DEVELOP HIGH-IMPACT INNOVATIONS, STARTUPS HAD TO OVERCOME A LARGE 'TRUST DEFICIT' AMONG KENYANS. FURTHERMORE, STARTUPS FACED SERIOUS SUPPLY-SIDE CHALLENGES DUE TO FINANCIAL, OPERATIONAL, REGULATORY, TECHNICAL AND ENVIRONMENTAL FACTORS. IN SUMMARY, THIS PAPER SHOWS THAT STARTUPS PLAYED A CRUCIAL ROLE IN IMPROVING NAIROBI'S TRANSPORTATION. HOWEVER, THEY ARE LIMITED BY THE SYMPTOMATIC RELIEF THEIR SOLUTIONS PROVIDE. TO ENABLE STARTUPS TO CREATE SUSTAINABLE IMPACT, RECOMMENDATIONS ARE MADE TO STATE AND NON-PROFIT ACTORS.","0",0,"0","0","0","0",NA,NA,"ISI000380498100006","",NA,NA,NA,NA,NA,NA,"RAMJUGERNATH, D","PROCEEDINGS OF THE 3RD INTERNATIONAL CONFERENCE ON INNOVATION AND;   ENTREPRENEURSHIP (ICIE)","MAR 19-20, 2015","UNIV KWAZULU NATAL DURBAN, DURBAN, SOUTH AFRICA","ETHEKWINI MUNICIPAL","978-1-910309-93-3",NA,NA,NA,NA,NA,NA,NA,"UNIV KWAZULU NATAL DURBAN",NA,"ISI",NA,NA,"BAGHUDANA ANISHA, 2015, "
"FOK WENDY W, 2015, ","B","FOK WENDY W","DELINEATING CROWD SOURCED OWNERSHIP IN THE DIGITAL AGE FOR THE BUILT ENVIRONMENT WHAT EFFECT WILL NEW MEDIA AND DIGITAL TECHNOLOGIES HAVE ON OPEN INNOVATION AND PEER EXCHANGE IN ARCHITECTURE AND DESIGN?","PROCEEDINGS OF THE 20TH INTERNATIONAL CONFERENCE ON COMPUTER-AIDED;   ARCHITECTURAL DESIGN RESEARCH IN ASIA (CAADRIA 2015): EMERGING;   EXPERIENCES IN THE PAST, PRESENT AND FUTURE OF DIGITAL ARCHITECTURE",NA,NA,NA,"43","52",NA,"2015",2015,"TIME MAGAZINE, HAD NAMED THE ""PERSON OF THE YEAR"" TO ""YOU"" (THE CROWD) IN 20061, DUE TO THE INFINITE POTENTIALS OF THE THOUSANDS AND MILLIONS OF 'YOUS' WHO CONTROL THE MEDIA AND FINANCING WITHIN THE NEW DIGITAL DEMOCRACY. THESE SAME CITIZENS OF DIGITAL INNOVATION CREATE THE NEW PLATFORMS-SEEN IN THE EARLY BETA DEVELOPMENTS OF KICKSTARTER, TWITTER, WIKIPEDIA, AND FACEBOOK-AND CONTRIBUTE TO THE MANIPULATION OF INTERNATIONAL EXCHANGE OF INFORMATION AND POWER, CREATING VALUE PROPOSITIONS BEYOND THE TRADITIONAL PRODUCT COMPLEXITY OF THE MARKET. PEER EXCHANGE AND CROWD ORGANIZATIONAL STRATEGY WILL BE USED TO INNOVATE THE BUILT ENVIRONMENT, AND IT IS PERTINENT FOR ""DIGITAL"" PROPERTY AND ""REAL"" PROPERTY TO RECOGNIZE AND BENEFIT FROM THIS EMERGENCE. PROFESSIONAL CODES OF CONDUCT, ECONOMIC VALUES, AND LEGAL REGULATIONS HAVE BECOME A MEANS TO AN END OF THE DESIGNING OF DIGITAL AND PHYSICAL PROPERTY, AS DIGITAL BARRIERS LIFT MUCH OF THE NECESSARY PRE-CAUTIONS THAT IS REQUIRED TO GOVERN COLLABORATION. THIS BODY OF RESEARCH EXPLORES THE QUALIFYING FACTORS OF OPEN INNOVATION IDENTITY BETWEEN THE CREATORS AND THE CONSUMERS, THE STATE OF DESIGN ETHICS AND OWNERSHIP UNCERTAINTIES PERTAINING TO THE COMBINATORY METHODS AND MECHANISMS THAT EMPLOY THESE TECHNOLOGIES.","0",0,"0","0","0","0",NA,NA,"ISI000380549300005","",NA,NA,NA,NA,NA,NA,"IKEDA, Y;   HERR, CM;   HOLZER, D;   KAIJIMA, S;   KIM, MJ;   SCHNABEL, MA","CONFERENCE ON COMPUTER-AIDED ARCHITECTURAL DESIGN RESEARCH IN ASIA;   (CAADRIA)","MAY 20-23, 2015","KOREA SOCIETY OF MODERN HANOK, DAEGU, SOUTH KOREA",NA,"978-988-19026-6-5",NA,NA,NA,NA,NA,NA,NA,"KOREA SOCIETY OF MODERN HANOK",NA,"ISI",NA,NA,"FOK WENDY W, 2015, "
"HARBALI JULIE, 2015, ","S","HARBALI JULIE","THE CHALLENGE OF ICT IN SECONDARY EDUCATION","ICERI2015: 8TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND;   INNOVATION",NA,NA,NA,"3792","3800",NA,"2015",2015,"TECHNOLOGICAL AND DIGITAL INNOVATIONS HAVE INVADED OUR DAILY LIFE AND AFFECTED OUR LIFESTYLE. INNOVATIONS IN DIGITAL TECHNOLOGY ARE USED TO IMPROVE THE LEARNING PROCESS AND THE MANAGEMENT OF THE SCHOOL. THE SECONDARY SCHOOLS IN ILIA, GREECE, ARE GIVEN THE OPPORTUNITY TO PROFIT INNOVATIVE SERVICES OF DIGITAL TECHNOLOGY. THE AIM OF THE PAPER IS TO EXAMINE WHETHER THE SECONDARY SCHOOLS (TEACHERS AND EDUCATIONAL LEADERS) OF ILIA ARE READY TO FACE THE CHALLENGE OF TECHNOLOGICAL AND DIGITAL INNOVATION. THIS PAPER OFFERS SOME THOUGHTS ON THE ATTITUDE OF THE EDUCATIONAL LEADERS TO NEW TECHNOLOGY, TEACHERS' TRAINING TO MEET THE DEMANDS OF TECHNOLOGICAL AND DIGITAL DEVELOPMENT THAT HAPPENS, THE WAY THAT THESE INNOVATIONS ARE USED AND THE STRUCTURES THAT EXIST IN SECONDARY SCHOOLS TO IMPLEMENT ICT INNOVATION. THE TOPICS WHICH WILL BE DISCUSSED ARE THE TECHNOLOGICAL AND DIGITAL INNOVATION IN EDUCATIONAL ENVIRONMENT, THE ROLE OF EDUCATIONAL LEADERS TO CHANGE AND TO TECHNOLOGICAL AND DIGITAL EVOLUTION CONTRIBUTING TO THE QUALITY OF LEARNING AND THE WELFARE OF STUDENTS. THE TOPICS COVERED HAVE BEEN OBJECTS OF EXTENSIVE RESEARCHES SO THERE IS A LOT OF BIBLIOGRAPHY PUBLISHED ON THE SUBJECT. THE TOOL USED FOR CONDUCTING THE SURVEY IS THE QUESTIONNAIRES HANDED OUT TO TEACHERS CONCERNING THE IMPROVEMENT OF THE EDUCATIONAL PROCESS WITH THE USE OF TECHNOLOGY. THIS TOOL IS VALID FOR DRAWING EXAMPLES WHICH ILLUSTRATE THE RESEARCH EFFECTIVELY. THE SURVEY IS USED TO POWER A CRITICAL PERSPECTIVE ON TECHNOLOGICAL AND DIGITAL INNOVATIONS CONTEMPLATING THE STRENGTHS AND WEAKNESSES OF THE APPLICATION OF TECHNOLOGICAL AND DIGITAL INNOVATIONS IN TEACHING IN SECONDARY SCHOOLS OF ILIA. IN CONCLUSION, IT WILL HIGHLIGHT THE RELATIONSHIP BETWEEN THE TECHNOLOGICAL AND DIGITAL INNOVATION AND IMPROVEMENT OF TEACHING-LEARNING.","0",0,"0","0","0","0","2340-1095",NA,"ISI000377304003122","",NA,NA,NA,NA,NA,NA,"CHOVA, LG;   MARTINEZ, AL;   TORRES, IC","8TH INTERNATIONAL CONFERENCE OF EDUCATION, RESEARCH AND INNOVATION;   (ICERI)","NOV 16-20, 2015","SEVILLE, SPAIN",NA,"978-84-608-2657-6","ICERI PROCEEDINGS",NA,NA,NA,NA,NA,NA,NA,NA,"ISI",NA,NA,"HARBALI JULIE, 2015, "
"COLLIN SIMON, 2015, ","J","COLLIN SIMON;SAFFARI HAMID","THE MOOC AND ""HYPE"": CRITICAL ANALYSIS OF MEDIA DISCOURSE ON THE MOOC","INTERNATIONAL JOURNAL OF TECHNOLOGIES IN HIGHER EDUCATION","12","1-2",NA,"124","137",NA,"2015",2015,"IN A SHORT PERIOD OF TIME, MEDIAS HAVE TALKED ABOUT MOOCS WITH HIGH EXPECTATIONS, FOLLOWED BY GREAT DISAPPOINTMENTS. SUCH A REVERSAL OF THE TREND IS TYPICAL OF TECHNOLOGICAL DETERMINISM, WHICH IS A PROMINENT APPROACH OF EDUCATIONAL TECHNOLOGIES. AGAINST THIS BACKGROUND, THE OBJECTIVE OF THIS PAPER IS TO ANALYZE GENERAL MEDIA DISCOURSES ABOUT MOOCS IN A CRITICAL PERSPECTIVE. WE USED A CONTENT ANALYSIS METHOD TO CHARACTERIZE DISCOURSES OF PRESS ARTICLES AND TO ASSESS THE EXTENT TO WHICH THEY CONVEY A TECHNOLOGICAL DETERMINIST VIEW. WE FINALLY DRAW SOME CONCLUDING REMARKS ABOUT THE WAY EDUCATION TECHNOLOGIES ARE SOCIALLY PERCEIVED.","0",1,"0","0","0","1","1708-7570",NA,"ISI000376460100010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISI",NA,NA,"COLLIN SIMON, 2015, "
